id,text,difficulty,expected_intents,expected_domain,keyword_intents,keyword_domain,keyword_start_date,keyword_end_date,llm_intents,llm_domain,llm_start_date,llm_end_date,reconciled_intents,reconciled_domain,reconciled_start_date,reconciled_end_date,final_intents,final_domain,final_start_date,final_end_date,selected_step,final_primary_ok,final_full_ok,final_intent_recall,final_intent_precision,final_intent_f1,keyword_primary_ok,llm_primary_ok,reconciled_primary_ok
270,搜HIIT频率科学依据，对照我昨天饮食与训练记录评估是否执行到位,complex,web_search|trend_analysis,nutrition,data_query,nutrition,,,web_search|data_query|trend_analysis,fitness,2026-08-22,2026-08-22,web_search|data_query|trend_analysis,fitness,2026-08-22,2026-08-22,web_search|data_query|trend_analysis,fitness,2026-08-22,2026-08-22,llm_reconciled,True,False,1.0,0.6666666666666666,0.8,False,True,True
271,同步昨天和今天训记数据，生成8月22日日报，并附体脂折线图,complex,sync_trigger|report_trigger|chart_trigger,body,sync_trigger|report_trigger|chart_trigger,body,2026-08-22,2026-08-23,sync_trigger|report_trigger|chart_trigger,body,2026-08-22,2026-08-23,sync_trigger|report_trigger|chart_trigger,body,2026-08-22,2026-08-23,sync_trigger|report_trigger|chart_trigger,body,2026-08-22,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
272,记录体重71.8kg、体脂17.5%，设定目标85kg，再分析近30天减脂进度,complex,manual_entry|goal_setting|trend_analysis,body,trend_analysis,body,2026-07-25,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-07-25,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-07-25,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-07-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
273,查前天训练明细，联网搜蛋白摄入，结合我的记录给改进建议,complex,data_query|web_search|trend_analysis,fitness,web_search,nutrition,,,data_query|web_search|trend_analysis,fitness,2026-08-21,2026-08-21,data_query|web_search|trend_analysis,fitness,2026-08-21,2026-08-21,data_query|web_search|trend_analysis,fitness,2026-08-21,2026-08-21,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
274,生成近30天体脂变化报告，并导出为文档保存,complex,trend_analysis,body,trend_analysis,body,,,trend_analysis,body,2026-07-25,2026-08-23,trend_analysis,body,2026-07-25,2026-08-23,trend_analysis,body,2026-07-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
275,每天21点自动同步并8点生成日报，查看当前定时任务状态,complex,schedule_manage,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
276,取消前天训练改休息，同时分析近30天训练总量和恢复情况,complex,plan_adjust|trend_analysis,fitness,trend_analysis,fitness,2026-07-25,2026-08-23,,,,,,,,,trend_analysis,fitness,2026-07-25,2026-08-23,keyword_fallback,False,False,0.5,1.0,0.6666666666666666,False,,
277,录入晚餐：牛肉饭1份，查询今日热量摄入并分析近30天趋势,complex,manual_entry|data_query|trend_analysis,nutrition,trend_analysis,nutrition,2026-07-25,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-07-25,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-07-25,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-07-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
278,先同步昨天和今天，再基于新数据分析饮食摄入并生成8月22日报告,complex,sync_trigger|trend_analysis|report_trigger,,sync_trigger|report_trigger,nutrition,2026-08-22,2026-08-23,sync_trigger|trend_analysis|report_trigger,nutrition,2026-08-22,2026-08-23,sync_trigger|trend_analysis|report_trigger,nutrition,2026-08-22,2026-08-23,sync_trigger|trend_analysis|report_trigger,nutrition,2026-08-22,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
279,结合历史腿部训练记录，安排今天腿部训练计划并说明注意事项,complex,trend_analysis,fitness,data_query,fitness,,,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,llm_reconciled,True,False,1.0,0.5,0.6666666666666666,False,True,True
280,搜蛋白摄入科学依据，对照我前天饮食与训练记录评估是否执行到位,complex,web_search|trend_analysis,nutrition,general,,,,,,,,,,,,general,,,,default_general,False,False,0.0,0.0,0.0,False,,
281,同步8月20日到8月25日训记数据，生成8月20日到8月25日日报，并附热量折线图,complex,sync_trigger|report_trigger|chart_trigger,body,sync_trigger|report_trigger|chart_trigger,nutrition,2025-08-25,2026-08-20,sync_trigger|report_trigger|chart_trigger,nutrition,2025-08-25,2026-08-20,sync_trigger|report_trigger|chart_trigger,nutrition,2025-08-25,2026-08-20,sync_trigger|report_trigger|chart_trigger,nutrition,2025-08-25,2026-08-20,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
282,记录体重130kg、体脂37%，设定目标68kg，再分析近14天减脂进度,complex,manual_entry|goal_setting|trend_analysis,body,trend_analysis,body,2026-08-10,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-08-10,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-08-10,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-08-10,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
283,查8月21日训练明细，联网搜深蹲技术，结合我的记录给改进建议,complex,data_query|web_search|trend_analysis,fitness,web_search,fitness,,,data_query|web_search|trend_analysis,fitness,2026-08-21,2026-08-21,data_query|web_search|trend_analysis,fitness,2026-08-21,2026-08-21,data_query|web_search|trend_analysis,fitness,2026-08-21,2026-08-21,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
284,生成近14天热量变化报告，并导出为文档保存,complex,trend_analysis,body,trend_analysis,nutrition,,,trend_analysis,nutrition,2026-08-10,2026-08-23,trend_analysis,nutrition,2026-08-10,2026-08-23,trend_analysis,nutrition,2026-08-10,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
285,每周一7点自动同步并6点半生成日报，查看当前定时任务状态,complex,schedule_manage,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
286,取消8月21日训练改休息，同时分析近14天训练总量和恢复情况,complex,plan_adjust|trend_analysis,fitness,trend_analysis,fitness,2026-08-10,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-10,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-10,2026-08-23,plan_adjust|trend_analysis,fitness,2026-08-10,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
287,录入早餐：燕麦80g，查询今日碳水摄入并分析近14天趋势,complex,manual_entry|data_query|trend_analysis,nutrition,trend_analysis,nutrition,2026-08-10,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-08-10,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-08-10,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-08-10,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
288,先同步8月20日到8月25日，再基于新数据分析训练恢复并生成8月20日到8月25日报告,complex,sync_trigger|trend_analysis|report_trigger,,sync_trigger|report_trigger,fitness,2025-08-25,2026-08-20,sync_trigger|trend_analysis|report_trigger,fitness,2025-08-25,2026-08-20,sync_trigger|trend_analysis|report_trigger,fitness,2025-08-25,2026-08-20,sync_trigger|trend_analysis|report_trigger,fitness,2025-08-25,2026-08-20,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
289,结合历史胸部训练记录，安排今天胸部训练计划并说明注意事项,complex,trend_analysis,fitness,data_query,fitness,,,trend_analysis,fitness,2026-08-23,2026-08-23,trend_analysis,fitness,2026-08-23,2026-08-23,trend_analysis,fitness,2026-08-23,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
290,搜深蹲技术科学依据，对照我8月21日饮食与训练记录评估是否执行到位,complex,web_search|trend_analysis,nutrition,web_search,nutrition,,,web_search|data_query|trend_analysis,fitness,2026-08-21,2026-08-21,web_search|data_query|trend_analysis,fitness,2026-08-21,2026-08-21,web_search|data_query|trend_analysis,fitness,2026-08-21,2026-08-21,llm_reconciled,True,False,1.0,0.6666666666666666,0.8,True,True,True
291,同步近14天训记数据，生成今天日报，并附训练量折线图,complex,sync_trigger|report_trigger|chart_trigger,body,sync_trigger|report_trigger|chart_trigger,fitness,2026-08-10,2026-08-23,sync_trigger|report_trigger|chart_trigger,fitness,2026-08-10,2026-08-23,sync_trigger|report_trigger|chart_trigger,fitness,2026-08-10,2026-08-23,sync_trigger|report_trigger|chart_trigger,fitness,2026-08-10,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
292,记录体重105.9kg、体脂22%，设定目标75kg，再分析近60天减脂进度,complex,manual_entry|goal_setting|trend_analysis,body,trend_analysis,body,2026-06-25,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-06-25,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-06-25,2026-08-23,manual_entry|goal_setting|trend_analysis,body,2026-06-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
293,查今天训练明细，联网搜减脂碳水，结合我的记录给改进建议,complex,data_query|web_search|trend_analysis,fitness,web_search,nutrition,,,data_query|web_search|trend_analysis,fitness,2026-08-23,2026-08-23,data_query|web_search|trend_analysis,fitness,2026-08-23,2026-08-23,data_query|web_search|trend_analysis,fitness,2026-08-23,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
294,生成近60天训练量变化报告，并导出为文档保存,complex,trend_analysis,body,trend_analysis,fitness,,,trend_analysis,fitness,2026-06-25,2026-08-23,trend_analysis,fitness,2026-06-25,2026-08-23,trend_analysis,fitness,2026-06-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
295,每天6点自动同步并7点半生成日报，查看当前定时任务状态,complex,schedule_manage,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,schedule_manage,,,,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
296,取消今天训练改休息，同时分析近60天训练总量和恢复情况,complex,plan_adjust|trend_analysis,fitness,trend_analysis,fitness,2026-06-25,2026-08-23,plan_adjust|trend_analysis,fitness,2026-06-25,2026-08-23,plan_adjust|trend_analysis,fitness,2026-06-25,2026-08-23,plan_adjust|trend_analysis,fitness,2026-06-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
297,录入加餐：鸡蛋2个，查询今日脂肪摄入并分析近60天趋势,complex,manual_entry|data_query|trend_analysis,nutrition,trend_analysis,nutrition,2026-06-25,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-06-25,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-06-25,2026-08-23,manual_entry|data_query|trend_analysis,nutrition,2026-06-25,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,False,True,True
298,先同步近14天，再基于新数据分析力量进步并生成今天报告,complex,sync_trigger|trend_analysis|report_trigger,,sync_trigger|report_trigger,,2026-08-10,2026-08-23,sync_trigger|trend_analysis|report_trigger,fitness,2026-08-10,2026-08-23,sync_trigger|trend_analysis|report_trigger,fitness,2026-08-10,2026-08-23,sync_trigger|trend_analysis|report_trigger,fitness,2026-08-10,2026-08-23,llm_reconciled,True,True,1.0,1.0,1.0,True,True,True
299,结合历史肩部训练记录，安排今天肩部训练计划并说明注意事项,complex,trend_analysis,fitness,data_query,fitness,,,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,trend_analysis|plan_adjust,fitness,2026-08-23,2026-08-23,llm_reconciled,True,False,1.0,0.5,0.6666666666666666,False,True,True
300,搜减脂碳水科学依据，对照我今天饮食与训练记录评估是否执行到位,complex,web_search|trend_analysis,nutrition,data_query,nutrition,,,web_search|data_query|trend_analysis,nutrition,2026-08-23,2026-08-23,web_search|data_query|trend_analysis,nutrition,2026-08-23,2026-08-23,web_search|data_query|trend_analysis,nutrition,2026-08-23,2026-08-23,llm_reconciled,True,False,1.0,0.6666666666666666,0.8,False,True,True
